HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2025-03-20 20:00:00;2025-03-20 21:00:00;DK2;1019,028641;136,610001
2025-03-20 21:00:00;2025-03-20 22:00:00;DK2;931,156917;124,830002
2025-03-20 22:00:00;2025-03-20 23:00:00;DK2;876,479500;117,500000
2025-03-20 23:00:00;2025-03-21 00:00:00;DK2;901,865655;120,900002
2025-03-21 00:00:00;2025-03-21 01:00:00;DK2;868,745009;116,459999
2025-03-21 01:00:00;2025-03-21 02:00:00;DK2;841,368291;112,790001
2025-03-21 02:00:00;2025-03-21 03:00:00;DK2;789,673263;105,860001
2025-03-21 03:00:00;2025-03-21 04:00:00;DK2;814,289966;109,160004
2025-03-21 04:00:00;2025-03-21 05:00:00;DK2;949,159489;127,239998
2025-03-21 05:00:00;2025-03-21 06:00:00;DK2;1159,967800;155,500000
2025-03-21 06:00:00;2025-03-21 07:00:00;DK2;1113,419859;149,259995
2025-03-21 07:00:00;2025-03-21 08:00:00;DK2;826,449091;110,790001
2025-03-21 08:00:00;2025-03-21 09:00:00;DK2;526,423972;70,570000
2025-03-21 09:00:00;2025-03-21 10:00:00;DK2;330,684083;44,330002
2025-03-21 10:00:00;2025-03-21 11:00:00;DK2;67,434784;9,040000
2025-03-21 11:00:00;2025-03-21 12:00:00;DK2;43,041892;5,770000
2025-03-21 12:00:00;2025-03-21 13:00:00;DK2;36,104464;4,840000
2025-03-21 13:00:00;2025-03-21 14:00:00;DK2;43,041892;5,770000
2025-03-21 14:00:00;2025-03-21 15:00:00;DK2;158,143527;21,200001
2025-03-21 15:00:00;2025-03-21 16:00:00;DK2;245,122463;32,860001
2025-03-21 16:00:00;2025-03-21 17:00:00;DK2;676,585698;90,699997
2025-03-21 17:00:00;2025-03-21 18:00:00;DK2;787,211581;105,529999
2025-03-21 18:00:00;2025-03-21 19:00:00;DK2;562,528466;75,410004
2025-03-21 19:00:00;2025-03-21 20:00:00;DK2;311,662081;41,779999
2025-03-21 20:00:00;2025-03-21 21:00:00;DK2;300,547291;40,290001
2025-03-21 21:00:00;2025-03-21 22:00:00;DK2;202,155160;27,100000
2025-03-21 22:00:00;2025-03-21 23:00:00;DK2;137,480428;18,430000
2025-03-21 23:00:00;2025-03-22 00:00:00;DK2;137,032859;18,370001
2025-03-22 00:00:00;2025-03-22 01:00:00;DK2;64,077964;8,590000
2025-03-22 01:00:00;2025-03-22 02:00:00;DK2;55,126444;7,390000
2025-03-22 02:00:00;2025-03-22 03:00:00;DK2;49,158764;6,590000
2025-03-22 03:00:00;2025-03-22 04:00:00;DK2;62,063872;8,320000
2025-03-22 04:00:00;2025-03-22 05:00:00;DK2;70,567816;9,460000
2025-03-22 05:00:00;2025-03-22 06:00:00;DK2;78,549588;10,530000
2025-03-22 06:00:00;2025-03-22 07:00:00;DK2;67,509380;9,050000
2025-03-22 07:00:00;2025-03-22 08:00:00;DK2;24,169104;3,240000
2025-03-22 08:00:00;2025-03-22 09:00:00;DK2;0,000000;0,000000
2025-03-22 09:00:00;2025-03-22 10:00:00;DK2;-15,068392;-2,020000
2025-03-22 10:00:00;2025-03-22 11:00:00;DK2;-43,489468;-5,830000
2025-03-22 11:00:00;2025-03-22 12:00:00;DK2;-89,515200;-12,000000
2025-03-22 12:00:00;2025-03-22 13:00:00;DK2;-84,069692;-11,270000
2025-03-22 13:00:00;2025-03-22 14:00:00;DK2;-40,953204;-5,490000
2025-03-22 14:00:00;2025-03-22 15:00:00;DK2;-12,308340;-1,650000
2025-03-22 15:00:00;2025-03-22 16:00:00;DK2;9,026116;1,210000
2025-03-22 16:00:00;2025-03-22 17:00:00;DK2;182,909392;24,520000
2025-03-22 17:00:00;2025-03-22 18:00:00;DK2;200,290260;26,850000
2025-03-22 18:00:00;2025-03-22 19:00:00;DK2;210,509905;28,219999
2025-03-22 19:00:00;2025-03-22 20:00:00;DK2;189,324641;25,379999
2025-03-22 20:00:00;2025-03-22 21:00:00;DK2;173,659495;23,280001
2025-03-22 21:00:00;2025-03-22 22:00:00;DK2;173,286508;23,230000
2025-03-22 22:00:00;2025-03-22 23:00:00;DK2;166,647464;22,340000
2025-03-22 23:00:00;2025-03-23 00:00:00;DK2;29,763804;3,990000
2025-03-23 00:00:00;2025-03-23 01:00:00;DK2;37,745576;5,060000
2025-03-23 01:00:00;2025-03-23 02:00:00;DK2;29,614612;3,970000
2025-03-23 02:00:00;2025-03-23 03:00:00;DK2;37,298000;5,000000
2025-03-23 03:00:00;2025-03-23 04:00:00;DK2;49,084168;6,580000
2025-03-23 04:00:00;2025-03-23 05:00:00;DK2;56,245384;7,540000
2025-03-23 05:00:00;2025-03-23 06:00:00;DK2;34,910928;4,680000
2025-03-23 06:00:00;2025-03-23 07:00:00;DK2;29,614612;3,970000
2025-03-23 07:00:00;2025-03-23 08:00:00;DK2;29,167036;3,910000
2025-03-23 08:00:00;2025-03-23 09:00:00;DK2;17,157080;2,300000
2025-03-23 09:00:00;2025-03-23 10:00:00;DK2;16,858696;2,260000
2025-03-23 10:00:00;2025-03-23 11:00:00;DK2;2,685456;0,360000
2025-03-23 11:00:00;2025-03-23 12:00:00;DK2;3,356820;0,450000
2025-03-23 12:00:00;2025-03-23 13:00:00;DK2;0,149192;0,020000
2025-03-23 13:00:00;2025-03-23 14:00:00;DK2;14,844604;1,990000
2025-03-23 14:00:00;2025-03-23 15:00:00;DK2;22,826376;3,060000
2025-03-23 15:00:00;2025-03-23 16:00:00;DK2;97,422376;13,060000
2025-03-23 16:00:00;2025-03-23 17:00:00;DK2;243,779728;32,680000
2025-03-23 17:00:00;2025-03-23 18:00:00;DK2;246,987363;33,110001
2025-03-23 18:00:00;2025-03-23 19:00:00;DK2;290,551427;38,950001
2025-03-23 19:00:00;2025-03-23 20:00:00;DK2;247,434917;33,169998
2025-03-23 20:00:00;2025-03-23 21:00:00;DK2;246,166800;33,000000
2025-03-23 21:00:00;2025-03-23 22:00:00;DK2;244,898683;32,830002
2025-03-23 22:00:00;2025-03-23 23:00:00;DK2;243,406755;32,630001
2025-03-23 23:00:00;2025-03-24 00:00:00;DK2;823,633807;110,419998
2025-03-24 00:00:00;2025-03-24 01:00:00;DK2;800,063081;107,260002
2025-03-24 01:00:00;2025-03-24 02:00:00;DK2;759,933086;101,879997
2025-03-24 02:00:00;2025-03-24 03:00:00;DK2;737,779611;98,910004
2025-03-24 03:00:00;2025-03-24 04:00:00;DK2;760,455223;101,949997
2025-03-24 04:00:00;2025-03-24 05:00:00;DK2;893,674756;119,809998
2025-03-24 05:00:00;2025-03-24 06:00:00;DK2;1055,910181;141,559998
2025-03-24 06:00:00;2025-03-24 07:00:00;DK2;1226,052230;164,369995
2025-03-24 07:00:00;2025-03-24 08:00:00;DK2;1208,150434;161,970001
2025-03-24 08:00:00;2025-03-24 09:00:00;DK2;1010,409738;135,460007
2025-03-24 09:00:00;2025-03-24 10:00:00;DK2;829,601109;111,220001
2025-03-24 10:00:00;2025-03-24 11:00:00;DK2;801,256507;107,419998
2025-03-24 11:00:00;2025-03-24 12:00:00;DK2;751,802696;100,790001
2025-03-24 12:00:00;2025-03-24 13:00:00;DK2;752,772357;100,919998
2025-03-24 13:00:00;2025-03-24 14:00:00;DK2;795,289264;106,620003
2025-03-24 14:00:00;2025-03-24 15:00:00;DK2;864,584311;115,910004
2025-03-24 15:00:00;2025-03-24 16:00:00;DK2;977,291312;131,020004
2025-03-24 16:00:00;2025-03-24 17:00:00;DK2;1150,491621;154,240005
2025-03-24 17:00:00;2025-03-24 18:00:00;DK2;1582,149708;212,110001
2025-03-24 18:00:00;2025-03-24 19:00:00;DK2;1440,426808;193,110001
2025-03-24 19:00:00;2025-03-24 20:00:00;DK2;1207,777457;161,919998
2025-03-24 20:00:00;2025-03-24 21:00:00;DK2;1033,458327;138,550003
2025-03-24 21:00:00;2025-03-24 22:00:00;DK2;936,490027;125,550003
2025-03-24 22:00:00;2025-03-24 23:00:00;DK2;858,691614;115,120003
2025-03-24 23:00:00;2025-03-25 00:00:00;DK2;750,540546;100,610001
2025-03-25 00:00:00;2025-03-25 01:00:00;DK2;745,840824;99,980003
2025-03-25 01:00:00;2025-03-25 02:00:00;DK2;745,244025;99,900002
2025-03-25 02:00:00;2025-03-25 03:00:00;DK2;718,985140;96,379997
2025-03-25 03:00:00;2025-03-25 04:00:00;DK2;731,144814;98,010002
2025-03-25 04:00:00;2025-03-25 05:00:00;DK2;745,393193;99,919998
2025-03-25 05:00:00;2025-03-25 06:00:00;DK2;1000,297961;134,089996
2025-03-25 06:00:00;2025-03-25 07:00:00;DK2;1060,573968;142,169998
2025-03-25 07:00:00;2025-03-25 08:00:00;DK2;995,449071;133,440002
2025-03-25 08:00:00;2025-03-25 09:00:00;DK2;794,031771;106,440002
2025-03-25 09:00:00;2025-03-25 10:00:00;DK2;686,534590;92,029999
2025-03-25 10:00:00;2025-03-25 11:00:00;DK2;587,690915;78,779999
2025-03-25 11:00:00;2025-03-25 12:00:00;DK2;510,555571;68,440002
2025-03-25 12:00:00;2025-03-25 13:00:00;DK2;509,287351;68,269997
2025-03-25 13:00:00;2025-03-25 14:00:00;DK2;577,694671;77,440002
2025-03-25 14:00:00;2025-03-25 15:00:00;DK2;662,737486;88,839996
2025-03-25 15:00:00;2025-03-25 16:00:00;DK2;757,627429;101,559998
2025-03-25 16:00:00;2025-03-25 17:00:00;DK2;956,955965;128,279999
2025-03-25 17:00:00;2025-03-25 18:00:00;DK2;1024,393520;137,320007
2025-03-25 18:00:00;2025-03-25 19:00:00;DK2;905,557254;121,389999
2025-03-25 19:00:00;2025-03-25 20:00:00;DK2;723,983317;97,050003
2025-03-25 20:00:00;2025-03-25 21:00:00;DK2;649,981065;87,129997
2025-03-25 21:00:00;2025-03-25 22:00:00;DK2;477,209810;63,970001
2025-03-25 22:00:00;2025-03-25 23:00:00;DK2;417,754400;56,000000
2025-03-25 23:00:00;2025-03-26 00:00:00;DK2;500,599535;67,099998
2025-03-26 00:00:00;2025-03-26 01:00:00;DK2;475,606875;63,750000
2025-03-26 01:00:00;2025-03-26 02:00:00;DK2;480,157787;64,360001
2025-03-26 02:00:00;2025-03-26 03:00:00;DK2;492,019953;65,949997
2025-03-26 03:00:00;2025-03-26 04:00:00;DK2;522,309620;70,010002
2025-03-26 04:00:00;2025-03-26 05:00:00;DK2;681,740468;91,379997
2025-03-26 05:00:00;2025-03-26 06:00:00;DK2;891,753558;119,529999
2025-03-26 06:00:00;2025-03-26 07:00:00;DK2;1027,683875;137,750000
2025-03-26 07:00:00;2025-03-26 08:00:00;DK2;1000,303855;134,080002
2025-03-26 08:00:00;2025-03-26 09:00:00;DK2;815,805660;109,349998
2025-03-26 09:00:00;2025-03-26 10:00:00;DK2;726,055860;97,320000
2025-03-26 10:00:00;2025-03-26 11:00:00;DK2;707,777657;94,870003
2025-03-26 11:00:00;2025-03-26 12:00:00;DK2;680,323010;91,190002
2025-03-26 12:00:00;2025-03-26 13:00:00;DK2;621,161245;83,260002
2025-03-26 13:00:00;2025-03-26 14:00:00;DK2;663,313085;88,910004
2025-03-26 14:00:00;2025-03-26 15:00:00;DK2;680,248390;91,180000
2025-03-26 15:00:00;2025-03-26 16:00:00;DK2;748,213552;100,290001
2025-03-26 16:00:00;2025-03-26 17:00:00;DK2;1009,107193;135,259995
2025-03-26 17:00:00;2025-03-26 18:00:00;DK2;1209,496223;162,119995
2025-03-26 18:00:00;2025-03-26 19:00:00;DK2;1265,673780;169,649994
2025-03-26 19:00:00;2025-03-26 20:00:00;DK2;1144,291527;153,380005
2025-03-26 20:00:00;2025-03-26 21:00:00;DK2;966,060182;129,490005
2025-03-26 21:00:00;2025-03-26 22:00:00;DK2;876,683370;117,510002
2025-03-26 22:00:00;2025-03-26 23:00:00;DK2;797,452838;106,889999
2025-03-26 23:00:00;2025-03-27 00:00:00;DK2;775,220585;103,910004
2025-03-27 00:00:00;2025-03-27 01:00:00;DK2;738,440312;98,980003
2025-03-27 01:00:00;2025-03-27 02:00:00;DK2;720,609665;96,589996
2025-03-27 02:00:00;2025-03-27 03:00:00;DK2;714,790490;95,809998
2025-03-27 03:00:00;2025-03-27 04:00:00;DK2;687,335843;92,129997
2025-03-27 04:00:00;2025-03-27 05:00:00;DK2;750,004058;100,529999
2025-03-27 05:00:00;2025-03-27 06:00:00;DK2;898,393395;120,419998
2025-03-27 06:00:00;2025-03-27 07:00:00;DK2;1044,544568;140,009995
2025-03-27 07:00:00;2025-03-27 08:00:00;DK2;921,371750;123,500000
2025-03-27 08:00:00;2025-03-27 09:00:00;DK2;670,848145;89,919998
2025-03-27 09:00:00;2025-03-27 10:00:00;DK2;528,128802;70,790001
2025-03-27 10:00:00;2025-03-27 11:00:00;DK2;329,082662;44,110001
2025-03-27 11:00:00;2025-03-27 12:00:00;DK2;194,793662;26,110001
2025-03-27 12:00:00;2025-03-27 13:00:00;DK2;49,761535;6,670000
2025-03-27 13:00:00;2025-03-27 14:00:00;DK2;238,736000;32,000000
2025-03-27 14:00:00;2025-03-27 15:00:00;DK2;500,599535;67,099998
2025-03-27 15:00:00;2025-03-27 16:00:00;DK2;649,585735;87,070000
2025-03-27 16:00:00;2025-03-27 17:00:00;DK2;865,791047;116,050003
2025-03-27 17:00:00;2025-03-27 18:00:00;DK2;937,262593;125,629997
2025-03-27 18:00:00;2025-03-27 19:00:00;DK2;1048,200250;140,500000
2025-03-27 19:00:00;2025-03-27 20:00:00;DK2;1049,617760;140,690002
2025-03-27 20:00:00;2025-03-27 21:00:00;DK2;745,826192;99,970001
2025-03-27 21:00:00;2025-03-27 22:00:00;DK2;674,429215;90,400002
2025-03-27 22:00:00;2025-03-27 23:00:00;DK2;605,195782;81,120003
2025-03-27 23:00:00;2025-03-28 00:00:00;DK2;635,653719;85,190002
2025-03-28 00:00:00;2025-03-28 01:00:00;DK2;584,168671;78,290001
2025-03-28 01:00:00;2025-03-28 02:00:00;DK2;513,208841;68,779999
2025-03-28 02:00:00;2025-03-28 03:00:00;DK2;484,034014;64,870003
2025-03-28 03:00:00;2025-03-28 04:00:00;DK2;399,867144;53,590000
2025-03-28 04:00:00;2025-03-28 05:00:00;DK2;446,278303;59,810001
2025-03-28 05:00:00;2025-03-28 06:00:00;DK2;636,176031;85,260002
2025-03-28 06:00:00;2025-03-28 07:00:00;DK2;627,520545;84,099998
2025-03-28 07:00:00;2025-03-28 08:00:00;DK2;482,690919;64,690002
2025-03-28 08:00:00;2025-03-28 09:00:00;DK2;261,006768;34,980000
2025-03-28 09:00:00;2025-03-28 10:00:00;DK2;152,664329;20,459999
2025-03-28 10:00:00;2025-03-28 11:00:00;DK2;12,535488;1,680000
2025-03-28 11:00:00;2025-03-28 12:00:00;DK2;-0,074616;-0,010000
2025-03-28 12:00:00;2025-03-28 13:00:00;DK2;-0,223848;-0,030000
2025-03-28 13:00:00;2025-03-28 14:00:00;DK2;108,043968;14,480000
2025-03-28 14:00:00;2025-03-28 15:00:00;DK2;522,759681;70,059998
2025-03-28 15:00:00;2025-03-28 16:00:00;DK2;777,051017;104,139999
2025-03-28 16:00:00;2025-03-28 17:00:00;DK2;984,931200;132,000000
2025-03-28 17:00:00;2025-03-28 18:00:00;DK2;1238,551021;165,990005
2025-03-28 18:00:00;2025-03-28 19:00:00;DK2;1237,954086;165,910004
2025-03-28 19:00:00;2025-03-28 20:00:00;DK2;1104,540641;148,029999
2025-03-28 20:00:00;2025-03-28 21:00:00;DK2;929,416881;124,559998
2025-03-28 21:00:00;2025-03-28 22:00:00;DK2;880,021119;117,940002
2025-03-28 22:00:00;2025-03-28 23:00:00;DK2;821,671414;110,120003
2025-03-28 23:00:00;2025-03-29 00:00:00;DK2;847,787014;113,620003
2025-03-29 00:00:00;2025-03-29 01:00:00;DK2;775,334886;103,910004
2025-03-29 01:00:00;2025-03-29 02:00:00;DK2;720,342871;96,540001
2025-03-29 02:00:00;2025-03-29 03:00:00;DK2;717,955159;96,220001
2025-03-29 03:00:00;2025-03-29 04:00:00;DK2;720,044400;96,500000
2025-03-29 04:00:00;2025-03-29 05:00:00;DK2;691,988769;92,739998
2025-03-29 05:00:00;2025-03-29 06:00:00;DK2;721,760590;96,730003
2025-03-29 06:00:00;2025-03-29 07:00:00;DK2;734,519919;98,440002
2025-03-29 07:00:00;2025-03-29 08:00:00;DK2;685,422583;91,860001
2025-03-29 08:00:00;2025-03-29 09:00:00;DK2;568,126217;76,139999
2025-03-29 09:00:00;2025-03-29 10:00:00;DK2;490,003257;65,669998
2025-03-29 10:00:00;2025-03-29 11:00:00;DK2;487,540914;65,339996
2025-03-29 11:00:00;2025-03-29 12:00:00;DK2;487,466343;65,330002
2025-03-29 12:00:00;2025-03-29 13:00:00;DK2;15,370896;2,060000
2025-03-29 13:00:00;2025-03-29 14:00:00;DK2;29,398704;3,940000
2025-03-29 14:00:00;2025-03-29 15:00:00;DK2;188,554632;25,270000
2025-03-29 15:00:00;2025-03-29 16:00:00;DK2;420,610385;56,369999
2025-03-29 16:00:00;2025-03-29 17:00:00;DK2;746,906145;100,099998
2025-03-29 17:00:00;2025-03-29 18:00:00;DK2;1096,183686;146,910004
2025-03-29 18:00:00;2025-03-29 19:00:00;DK2;1135,879338;152,229996
2025-03-29 19:00:00;2025-03-29 20:00:00;DK2;903,375912;121,070000
2025-03-29 20:00:00;2025-03-29 21:00:00;DK2;730,639857;97,919998
2025-03-29 21:00:00;2025-03-29 22:00:00;DK2;571,931655;76,650002
2025-03-29 22:00:00;2025-03-29 23:00:00;DK2;322,788801;43,259998
2025-03-29 23:00:00;2025-03-30 00:00:00;DK2;345,546703;46,310001
2025-03-30 00:00:00;2025-03-30 01:00:00;DK2;55,738152;7,470000
2025-03-30 01:00:00;2025-03-30 03:00:00;DK2;32,383344;4,340000
2025-03-30 02:00:00;2025-03-30 04:00:00;DK2;29,921016;4,010000
2025-03-30 03:00:00;2025-03-30 05:00:00;DK2;22,459416;3,010000
2025-03-30 04:00:00;2025-03-30 06:00:00;DK2;26,040984;3,490000
2025-03-30 05:00:00;2025-03-30 07:00:00;DK2;24,697896;3,310000
2025-03-30 06:00:00;2025-03-30 08:00:00;DK2;27,234840;3,650000
2025-03-30 07:00:00;2025-03-30 09:00:00;DK2;29,100240;3,900000
2025-03-30 08:00:00;2025-03-30 10:00:00;DK2;26,787144;3,590000
2025-03-30 09:00:00;2025-03-30 11:00:00;DK2;28,354080;3,800000
2025-03-30 10:00:00;2025-03-30 12:00:00;DK2;12,237024;1,640000
2025-03-30 11:00:00;2025-03-30 13:00:00;DK2;34,621824;4,640000
2025-03-30 12:00:00;2025-03-30 14:00:00;DK2;29,697168;3,980000
2025-03-30 13:00:00;2025-03-30 15:00:00;DK2;30,219480;4,050000
2025-03-30 14:00:00;2025-03-30 16:00:00;DK2;54,395064;7,290000
2025-03-30 15:00:00;2025-03-30 17:00:00;DK2;110,357064;14,790000
2025-03-30 16:00:00;2025-03-30 18:00:00;DK2;216,087929;28,959999
2025-03-30 17:00:00;2025-03-30 19:00:00;DK2;336,219703;45,060001
2025-03-30 18:00:00;2025-03-30 20:00:00;DK2;418,521144;56,090000
2025-03-30 19:00:00;2025-03-30 21:00:00;DK2;358,679112;48,070000
2025-03-30 20:00:00;2025-03-30 22:00:00;DK2;414,864945;55,599998
2025-03-30 21:00:00;2025-03-30 23:00:00;DK2;398,822527;53,450001
